id,bitrate,currentConfiguration,energy,energyDelta,iteration,latency,performance,powerConsumption,quality,runningTime,systemEnergy,time,windowSize
161,8956.139108,-1,45300334.56,336670.455,699.5,0.05026021,19.89645472,6698548.463,56016.42206,35.1595811,3643129838,1571214132,40
162,8925.988124,-1,49615366.68,336790.6871,699.5,0.055459067,18.03131658,6072779.502,56111.91864,38.72529122,3738289838,1571214207,40
163,8925.22377,-1,50090063.65,340433.0443,699.5,0.055808307,17.91847938,6100042.484,56074.26024,38.90306843,3839441217,1571214285,40
164,8924.817418,-1,50648368.59,340193.6479,699.5,0.055905915,17.88719478,6085110.043,56022.64003,39.11669932,3941750682,1571214364,40
165,8925.876256,-1,50850944.81,340397.1514,699.5,0.055955536,17.8713328,6083350.776,56103.40182,39.22979751,4043842720,1571214443,40
166,8925.22377,-1,50722518.94,341118.555,699.5,0.055924506,17.88124869,6099625.715,56055.13006,38.99474814,4145808766,1571214521,40
167,8924.817418,-1,50709979.87,340882.2386,699.5,0.055773142,17.92977695,6111942.503,56072.84622,38.99462552,4248112791,1571214600,40
168,8925.876399,-1,50408265.91,340604.02,699.5,0.055820913,17.91443285,6101727.844,56098.80045,39.08083727,4350244491,1571214679,40
169,8925.223914,-1,50887106.59,341797.7843,699.5,0.055797711,17.92188205,6125659.575,56140.33661,39.03432544,4452224674,1571214758,40
170,8892.94177,-1,48819949.64,331291.1229,699.5,0.055517611,18.01230233,5967315.864,55959.34094,38.84944876,49252019.72,1571249414,40
171,8829.419397,-1,59719785.68,332507.7343,699.5,0.067661136,14.77953318,4914309.091,56436.51128,47.34537096,158824364,1571249501,40
172,8828.34533,-1,60726323.76,334133.4029,699.5,0.06823939,14.65429285,4896488.737,56310.66895,47.63853384,279981117.8,1571249597,40
173,8828.266992,-1,60907476.8,335952.7171,699.5,0.068396796,14.62056783,4911819.488,56358.14851,47.66329193,402418362.1,1571249693,40
174,8829.074578,-1,60795261.55,333966.8721,699.5,0.068257991,14.65029935,4892714.651,56330.72035,47.60957026,525253385.5,1571249789,40
175,8828.34533,-1,60928548.47,334550.1343,699.5,0.068675666,14.5611985,4871450.913,56190.84063,47.79087961,647833883.2,1571249885,40
176,8828.266992,-1,60502809.42,335047.3464,699.5,0.068288714,14.64370829,4906335.603,56350.49289,47.63314724,770637265,1571249982,40
177,8829.074721,-1,60384327.23,334832.1371,699.5,0.068207996,14.6610376,4908986.553,56346.66108,47.58069355,893319443.5,1571250078,40
178,8828.345474,-1,61050644.77,336948.6271,699.5,0.068161172,14.67110927,4943410.127,56334.92631,47.50569485,1015788751,1571250174,40
179,8828.267135,-1,61098581.84,335783.9736,699.5,0.068553392,14.58717024,4898137.986,56292.13647,47.80472488,1138599838,1571250270,40
180,9182.713824,-1,26042048.88,186036.9271,699.5,0.053018308,18.86140933,3508918.633,56505.10281,36.95478967,1227072379,1571250356,40
181,9183.908536,-1,26034775.94,184158.9071,699.5,0.053296875,18.76282605,3455341.541,56319.69923,37.12552748,1279717062,1571250431,40
182,9183.489589,-1,26149154.14,183766.7807,699.5,0.053290513,18.76506609,3448395.786,56459.7767,37.18435443,1332462872,1571250507,40
183,9184.489927,-1,26063444.12,183741.4243,699.5,0.053036745,18.85485239,3464417.432,56440.10334,37.04987453,1385059963,1571250582,40
184,9183.908536,-1,26039492.47,183836.8964,699.5,0.053333747,18.74985467,3446915.092,56503.0041,37.24308588,1437544312,1571250657,40
185,9183.489589,-1,25832302.93,183040.5471,699.5,0.053324728,18.75302568,3432564.08,56590.17976,37.20077301,1490062737,1571250733,40
186,9184.49007,-1,25910076.23,182591.5671,699.5,0.053404114,18.72514925,3419054.346,56357.3488,37.29585711,1542597736,1571250808,40
187,9183.90868,-1,26045896.52,182923.8636,699.5,0.053321335,18.754219,3430594.198,56514.48068,37.25839927,1595061050,1571250884,40
188,9183.489733,-1,25935654.99,182244.2136,699.5,0.053409373,18.72330552,3412214.089,56448.70658,37.29548059,1647538433,1571250959,40
189,9037.823211,-1,27895094.19,182789.5143,699.5,0.057066583,17.5233903,3203092.001,56408.46259,39.85482043,1701850884,1571251038,40
190,9037.353657,-1,27875844.64,183281.1829,699.5,0.057457548,17.4041539,3189853.914,56426.44312,40.15929311,1758226265,1571251119,40
191,9037.657119,-1,27707902.61,182960.56,699.5,0.057214247,17.47816409,3197814.689,56395.25515,39.87607376,1814518397,1571251200,40
192,9037.094066,-1,27777234.81,183917.5243,699.5,0.05697381,17.55192418,3228106.442,56496.55605,39.7373382,1870690344,1571251280,40
193,9037.353657,-1,27692485.81,183924.5129,699.5,0.057033165,17.53365793,3224869.493,56400.55836,39.79459926,1927222619,1571251361,40
194,9037.657119,-1,27788546.95,182376.3764,699.5,0.057442794,17.4086239,3174921.746,56527.56125,40.05690614,1983492801,1571251442,40
195,9037.094208,-1,27969324.85,183487.4486,699.5,0.057144805,17.49940359,3210920.916,56292.8883,39.86431588,2039814504,1571251523,40
