id,currentConfiguration,energy,energyDelta,iteration,latency,performance,powerConsumption,quality,runningTime,systemEnergy,time,windowSize
192,-1,16041243.87,319783.53,49.5,0.09988302,10.01171171,3201580.511,3.633917518,5.014432766,1444654602,1571859813,20
193,-1,8163004.76,161312.6,49.5,0.050152829,19.93905481,3216420.772,2.301534219,2.533591886,1469070179,1571859820,20
194,-1,5243307.71,100929.04,49.5,0.031094863,32.15965244,3245842.847,2.374525609,1.616933854,1482526008,1571859824,20
195,-1,3124328.84,58955.34,49.5,0.017912865,55.82579993,3291229.015,1.624817445,0.955229385,1490586825,1571859827,20
196,-1,12009950.25,228261.91,49.5,0.071139476,14.05689291,3208653.224,2.301534219,3.735556653,1505507430,1571859831,20
197,-1,7006959.67,134663.92,49.5,0.041573536,24.0537632,3239174.044,2.374525609,2.162669969,1523543226,1571859837,20
198,-1,4287037.72,79557.3,49.5,0.023566904,42.43238726,3375806.163,1.624817445,1.325134585,1534415760,1571859840,20
199,-1,2344089.3,46621.8,49.5,0.014074838,71.04877431,3312421.746,1.076692283,0.720544784,1540367752,1571859842,20
200,-1,11219922.96,221343.92,49.5,0.068570645,14.58350001,3227969.06,2.374525609,3.475532055,1554054395,1571859846,20
201,-1,7028170.27,133324.07,49.5,0.041294961,24.21602966,3228579.634,1.624817445,2.17488323,1572519213,1571859852,20
202,-1,3235413.56,62995.05,49.5,0.019270077,51.89392927,3269060.669,1.076692283,0.988465466,1582356112,1571859855,20
203,-1,2075244.64,40776.4,49.5,0.012329373,81.10712287,3307256.485,0.820682919,0.636758509,1587733056,1571859857,20
204,-1,10422048.6,209629.55,49.5,0.06471432,15.45253051,3239307.018,1.624817445,3.222809246,1600299480,1571859861,20
205,-1,7461955.02,152215.17,49.5,0.047023039,21.26617131,3237033.881,1.076692283,2.301293058,1618687962,1571859866,20
206,-1,3657691.66,82556.66,49.5,0.019822133,50.44865862,4164872.757,0.820682919,1.125285356,1630350134,1571859870,20
207,-1,2315970.35,44142.27,49.5,0.01304492,76.65819357,3383866.678,0.624663713,0.724752572,1635639919,1571859872,20
208,-1,44846594.36,643739.02,49.5,0.201125448,4.972021249,3200684.086,7.267835035,13.97390327,1682540405,1571859886,20
209,-1,11061374.62,208228.14,49.5,0.065309036,15.31181693,3188351.16,4.603068438,3.462504218,1713405182,1571859896,20
210,-1,6947850.23,138134.9,49.5,0.043141241,23.17967622,3201922.257,4.749051218,2.175950525,1730352429,1571859901,20
211,-1,4035135.7,76431.52,49.5,0.023550613,42.46173988,3245415.321,3.249635124,1.243048158,1741402206,1571859905,20
212,-1,14284876.58,288544.11,49.5,0.09034745,11.06838104,3193716.156,4.603068438,4.476196606,1759500111,1571859910,20
213,-1,8390415.86,153199.27,49.5,0.047767882,20.93456839,3207160.596,4.749051218,2.621071944,1782867236,1571859918,20
214,-1,5332006.07,105603.19,49.5,0.032554321,30.71788815,3243906.978,3.249635124,1.642436094,1795293233,1571859922,20
215,-1,3307277.51,64527.04,49.5,0.019822407,50.44796082,3255257.586,2.153384566,1.013188064,1803997936,1571859924,20
216,-1,10751467.81,212439.13,49.5,0.065911195,15.17192938,3223111.478,4.749051218,3.337893114,1818032942,1571859929,20
217,-1,6784457.07,128500.29,49.5,0.039613249,25.24407913,3243871.489,3.249635124,2.091827731,1835582713,1571859934,20
218,-1,3686214.37,72078.8,49.5,0.022017965,45.41745732,3273635.823,2.153384566,1.129776349,1845457651,1571859937,20
