,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
1219,1800000,10,10,94,25,830,710,3,0.6,38,73,66,54,9,10,160,4,3,1,0.6,0,0,0.7
1220,1200000,30,30,79,110,820,110,5,0.7,30,34,52,84,14,12,400,8,6,0,1.0,1,0,0.5
1221,3000000,15,15,76,97,950,460,1,0.8999999999999999,60,37,26,120,9,12,80,2,1,1,0.8999999999999999,0,1,0.7
1222,2400000,15,15,123,54,420,530,2,0.6,32,96,56,108,8,11,260,6,4,1,0.7,0,0,1.0
1223,2400000,20,20,78,76,490,330,4,0.5,14,32,114,84,12,8,440,2,1,1,0.8999999999999999,1,1,0.8999999999999999
1224,2400000,10,10,32,119,640,130,4,0.7999999999999999,42,50,80,32,11,15,460,4,2,1,1.0,1,1,0.5
1225,1200000,10,10,86,105,990,210,4,0.7,64,98,62,126,10,18,40,4,5,0,0.8999999999999999,0,0,0.7
1226,3000000,20,20,52,36,770,550,2,0.8999999999999999,16,52,128,100,11,9,200,9,6,1,0.7,1,0,0.7
1227,3000000,15,15,110,116,390,570,2,0.5,58,110,38,122,11,12,220,9,5,0,0.7,1,0,0.7999999999999999
1228,1200000,20,20,123,81,160,110,5,0.7999999999999999,4,44,106,78,8,11,340,2,6,0,0.8999999999999999,0,1,0.6
1229,1800000,30,30,43,40,790,320,1,1.0,60,82,24,32,14,8,380,7,3,0,0.8999999999999999,1,0,0.7999999999999999
1230,3000000,30,30,103,64,580,110,4,0.7999999999999999,16,113,128,102,8,16,360,8,2,1,0.7,1,0,0.7999999999999999
1231,1200000,10,10,64,32,560,490,3,0.8999999999999999,52,96,120,124,10,11,400,7,7,1,1.0,1,1,0.6
1232,2400000,30,30,97,116,680,160,3,1.0,56,105,72,88,14,11,180,3,5,1,0.6,0,1,0.8999999999999999
1233,2400000,30,30,77,110,910,310,2,0.8999999999999999,4,73,92,60,11,13,280,5,3,0,0.5,1,0,0.5
1234,2400000,10,10,53,67,770,420,4,0.7,22,103,98,34,9,9,140,2,1,1,0.7999999999999999,1,1,0.8999999999999999
1235,1800000,15,15,25,87,720,830,5,0.6,46,110,104,76,10,9,480,8,1,0,0.7,1,0,1.0
1236,2400000,15,15,103,65,540,310,1,0.6,20,55,122,80,8,18,100,6,8,1,0.6,0,0,1.0
1237,1200000,10,10,71,57,490,610,5,0.5,64,89,52,98,11,16,320,2,8,0,0.7999999999999999,0,1,1.0
1238,1200000,30,30,81,67,940,1000,2,0.6,52,94,88,34,8,10,340,5,6,0,0.6,1,1,0.8999999999999999
1239,2400000,10,10,24,91,740,280,4,0.6,32,33,68,90,14,16,420,3,3,0,1.0,1,1,0.7999999999999999
1240,2400000,10,10,120,56,830,720,1,1.0,46,27,128,40,12,13,280,6,1,0,0.7,1,1,0.8999999999999999
1241,3000000,30,30,100,25,600,990,1,1.0,46,106,116,26,9,11,280,3,1,1,0.6,1,0,0.5
1242,2400000,30,30,48,92,850,530,5,1.0,50,98,94,30,10,13,120,6,5,0,0.7,1,1,0.8999999999999999
1243,1800000,30,30,75,91,820,270,2,0.7,16,113,80,126,8,12,100,5,4,1,0.8999999999999999,0,0,0.7
1244,2400000,15,15,127,89,800,1000,2,0.5,6,95,34,112,10,17,120,8,7,1,0.6,0,1,0.6
1245,3000000,20,20,67,51,420,840,3,0.8999999999999999,20,28,92,38,8,11,240,9,4,0,0.7,0,1,0.5
1246,3000000,20,20,120,78,250,950,5,0.7999999999999999,22,31,60,120,8,18,460,9,3,1,0.6,1,1,0.6
1247,1800000,10,10,98,35,790,730,4,0.7999999999999999,26,65,48,72,14,13,320,3,2,1,0.5,0,0,0.8999999999999999
1248,1200000,15,15,123,84,980,230,4,1.0,62,114,96,114,8,18,340,9,4,0,0.5,1,0,1.0
1249,2400000,30,30,69,109,270,180,2,0.5,62,73,108,104,13,8,500,8,3,1,0.8999999999999999,1,1,0.7999999999999999
1250,1200000,15,15,35,81,770,930,5,0.8999999999999999,46,57,52,64,8,17,500,3,1,0,0.8999999999999999,1,1,1.0
1251,3000000,10,10,64,52,1000,450,5,1.0,58,91,54,116,8,9,340,10,2,0,0.7999999999999999,1,0,0.7999999999999999
1252,2400000,15,15,39,61,850,910,3,0.7999999999999999,4,53,82,78,8,13,220,1,6,1,1.0,1,1,0.7999999999999999
1253,2400000,15,15,114,121,740,600,2,1.0,10,68,66,118,14,16,480,1,1,1,0.7999999999999999,1,0,0.5
1254,1200000,10,10,62,44,510,360,5,0.6,52,44,40,40,8,15,340,7,6,1,1.0,0,1,0.6
1255,2400000,10,10,73,116,140,120,5,0.7999999999999999,34,114,28,66,8,8,420,9,2,0,1.0,0,1,0.7999999999999999
1256,3000000,10,10,81,55,420,550,3,0.7,52,61,100,112,11,15,360,1,5,1,0.8999999999999999,0,0,1.0
1257,3000000,10,10,117,61,940,930,5,0.6,62,50,56,50,12,11,20,5,8,1,0.7,0,0,0.7999999999999999
1258,1200000,10,10,31,43,750,240,3,0.7999999999999999,42,68,80,124,10,10,60,5,7,1,0.5,0,0,0.7999999999999999
1259,1200000,10,10,112,50,100,750,3,0.7999999999999999,42,42,102,30,11,17,80,9,6,0,0.5,1,0,0.8999999999999999
1260,2400000,10,10,99,51,110,130,4,0.5,16,104,40,62,12,11,60,7,5,0,0.7,0,0,0.7
1261,2400000,10,10,76,31,790,920,3,0.8999999999999999,44,119,26,126,9,9,340,7,5,1,0.7,1,1,0.5
1262,3000000,10,10,62,74,980,140,1,0.8999999999999999,6,112,40,110,10,12,420,3,4,0,0.8999999999999999,0,0,0.6
1263,3000000,10,10,117,77,800,650,1,0.6,28,72,80,30,14,15,260,8,6,0,0.5,0,0,0.7
1264,2400000,15,15,51,59,950,430,2,0.8999999999999999,20,110,80,54,12,15,340,2,1,0,0.5,1,1,0.5
1265,2400000,15,15,38,61,280,280,4,0.6,56,87,90,54,9,9,180,1,1,0,0.8999999999999999,0,0,1.0
1266,3000000,15,15,67,100,410,790,5,0.5,24,121,32,56,14,11,100,2,5,0,0.7,1,1,0.5
1267,1800000,20,20,70,98,790,650,3,0.6,52,92,124,92,9,9,240,4,7,0,0.7,0,1,0.5
1268,3000000,20,20,27,96,220,310,1,0.5,14,119,56,82,8,11,60,5,3,1,0.6,1,0,0.7
1269,2400000,30,30,32,71,390,820,2,0.7999999999999999,52,113,120,120,12,14,300,6,7,1,0.5,0,1,0.7999999999999999
1270,3000000,30,30,105,96,690,760,5,1.0,14,113,118,96,10,10,420,8,5,0,0.8999999999999999,1,0,0.7999999999999999
1271,1800000,10,10,75,90,260,560,4,1.0,4,69,74,96,12,13,260,3,2,1,0.7,0,0,0.7999999999999999
1272,1800000,15,15,105,39,640,270,4,0.6,16,51,70,30,10,10,60,9,1,1,0.7,1,0,0.7999999999999999
1273,1200000,15,15,119,100,100,820,2,0.6,56,34,128,100,8,13,460,1,2,0,0.7,0,1,0.7
1274,3000000,20,20,125,59,460,780,2,0.8999999999999999,46,126,42,108,10,16,60,6,4,1,0.8999999999999999,0,0,0.5
1275,1200000,20,20,116,85,860,520,3,0.7999999999999999,48,90,74,122,9,17,360,10,8,1,0.7999999999999999,0,1,0.8999999999999999
1276,1800000,15,15,58,110,440,440,4,0.7999999999999999,56,38,92,62,9,17,360,4,2,1,1.0,1,1,0.6
1277,2400000,10,10,44,79,220,350,5,0.8999999999999999,14,29,44,128,9,9,340,1,2,0,0.6,1,0,0.7999999999999999
1278,1200000,10,10,25,68,610,330,1,1.0,44,37,30,114,11,9,20,3,1,1,0.5,1,0,0.6
1279,2400000,10,10,49,33,610,960,2,0.5,24,58,92,86,10,10,140,3,3,1,0.8999999999999999,0,0,0.8999999999999999
1280,1800000,15,15,27,34,130,430,5,0.7,46,87,122,94,11,12,160,9,1,0,0.6,0,1,0.5
1281,3000000,15,15,127,27,400,500,1,1.0,64,44,124,102,12,15,80,4,1,0,0.7,1,0,0.5
1282,1800000,20,20,61,113,660,520,1,0.7999999999999999,34,46,118,104,12,11,220,8,5,0,0.7,0,1,0.5
1283,3000000,15,15,24,87,270,470,1,0.6,52,123,80,128,10,9,360,10,4,0,0.6,0,1,0.7999999999999999
1284,1200000,30,30,69,115,420,690,2,0.7999999999999999,30,102,96,86,13,18,300,2,7,0,0.6,1,0,0.5
1285,2400000,30,30,84,45,400,410,4,0.7999999999999999,64,124,64,90,12,9,400,7,6,0,0.7999999999999999,0,0,1.0
1286,1800000,20,20,69,122,970,140,4,0.7999999999999999,42,27,58,90,8,15,80,1,8,1,0.7999999999999999,0,1,1.0
1287,1800000,20,20,39,114,630,350,1,1.0,10,49,84,50,9,18,340,4,7,0,0.6,0,1,0.7999999999999999
1288,1800000,10,10,112,106,320,920,2,0.5,32,38,48,86,13,16,360,10,5,0,0.6,1,1,0.5
1289,1800000,10,10,30,118,520,930,1,0.7,60,34,58,94,11,15,260,4,8,0,0.8999999999999999,1,1,1.0
1290,2400000,20,20,55,31,790,160,5,1.0,34,118,78,24,11,13,160,6,2,1,0.8999999999999999,0,1,0.6
1291,3000000,20,20,24,73,700,230,2,0.8999999999999999,16,30,44,32,10,16,120,8,8,0,0.5,0,1,0.7
1292,3000000,20,20,115,58,900,310,2,0.8999999999999999,50,45,120,44,11,13,260,7,3,0,0.7,0,0,0.7
1293,1800000,15,15,66,80,420,930,1,0.7,62,101,64,72,12,18,100,4,7,1,0.7,1,0,0.6
1294,2400000,15,15,65,85,320,340,1,1.0,42,127,52,42,9,8,480,5,8,1,0.7,1,0,0.7
1295,1800000,30,30,125,117,280,110,1,0.6,30,126,94,124,14,15,160,6,2,0,0.5,1,0,0.7
1296,1200000,15,15,98,66,200,730,3,0.5,56,125,118,32,11,14,200,10,3,1,1.0,1,0,0.5
1297,1200000,30,30,106,54,760,630,3,0.8999999999999999,58,97,98,106,9,18,220,10,2,0,0.8999999999999999,0,1,0.7999999999999999
1298,1800000,30,30,116,58,890,250,1,0.8999999999999999,26,44,80,66,9,14,340,4,6,0,1.0,0,0,0.7
1299,1800000,20,20,73,121,890,790,4,0.7,18,99,122,128,13,18,480,9,7,1,0.6,0,1,0.8999999999999999
1300,2400000,15,15,72,111,910,830,5,0.5,52,71,114,26,12,15,380,9,6,1,0.8999999999999999,1,1,0.7999999999999999
1301,1200000,10,10,46,45,220,740,2,0.5,26,120,94,54,14,18,160,2,2,0,1.0,0,1,1.0
1302,2400000,20,20,78,85,810,290,4,0.7,52,121,40,88,9,17,220,9,4,1,0.5,1,1,0.7999999999999999
1303,1800000,20,20,111,90,350,390,2,0.8999999999999999,40,81,74,50,10,8,40,3,4,1,0.7,1,1,1.0
1304,1800000,15,15,121,64,220,360,4,0.7999999999999999,38,85,66,118,12,18,360,1,8,0,0.7999999999999999,0,0,0.6
1305,1200000,15,15,120,63,450,970,2,0.7,16,62,26,50,9,9,420,6,6,1,0.6,1,1,1.0
1306,3000000,10,10,100,83,990,320,2,0.8999999999999999,26,64,24,124,9,9,320,6,7,0,0.8999999999999999,1,1,0.5
1307,3000000,30,30,74,127,340,960,5,0.7999999999999999,62,110,94,120,10,16,280,10,3,0,1.0,0,1,0.7
1308,3000000,10,10,127,103,530,940,2,1.0,64,80,40,122,8,12,440,5,1,0,0.5,1,1,0.7999999999999999
1309,1800000,30,30,64,41,590,450,2,1.0,44,54,90,84,13,18,40,9,4,1,1.0,0,1,1.0
1310,1800000,10,10,73,46,780,680,2,0.5,52,81,26,68,13,13,340,4,5,0,0.7999999999999999,1,1,0.7999999999999999
1311,3000000,30,30,98,126,230,440,5,1.0,28,75,90,122,14,15,400,10,5,0,0.8999999999999999,0,0,0.8999999999999999
1312,3000000,30,30,84,35,160,250,3,1.0,10,32,80,40,9,13,440,9,7,1,0.6,0,1,0.6
1313,1200000,10,10,37,56,610,760,1,0.7,46,67,110,26,12,14,280,3,3,0,1.0,1,0,0.7999999999999999
1314,3000000,15,15,75,26,750,210,1,0.7999999999999999,62,32,124,54,11,15,160,2,3,0,0.7999999999999999,1,0,0.8999999999999999
1315,1800000,10,10,95,108,540,720,1,0.5,42,65,24,108,10,11,220,10,3,0,0.6,0,0,0.8999999999999999
1316,1800000,30,30,95,43,520,150,1,0.6,54,106,72,128,9,15,400,10,3,1,0.6,1,1,0.7999999999999999
1317,1800000,20,20,69,57,990,940,1,0.7999999999999999,10,45,58,48,12,17,480,8,2,1,0.5,1,1,1.0
1318,2400000,30,30,68,107,830,300,5,0.5,16,81,118,82,9,16,180,5,5,1,1.0,0,1,0.7999999999999999
1319,1200000,10,10,51,25,620,270,2,0.7999999999999999,60,76,68,96,12,10,340,2,8,1,0.8999999999999999,0,0,0.5
1320,2400000,30,30,111,90,790,140,1,0.8999999999999999,10,126,36,122,9,11,440,9,7,0,0.7999999999999999,1,0,0.5
1321,1200000,15,15,33,124,560,1000,4,0.8999999999999999,46,43,52,84,12,17,400,4,6,0,0.5,1,1,0.7999999999999999
1322,2400000,30,30,125,41,630,690,1,0.7999999999999999,24,81,106,94,11,9,200,8,4,0,0.7999999999999999,0,0,0.5
1323,1800000,10,10,67,100,160,620,5,1.0,40,47,108,54,9,9,180,3,5,1,0.7999999999999999,1,1,0.5
1324,1200000,10,10,110,44,540,700,2,0.7,50,60,116,42,14,13,440,1,4,0,1.0,1,1,0.6
1325,1200000,15,15,89,47,660,130,2,0.6,18,39,106,110,13,15,180,9,1,0,0.6,1,1,0.7999999999999999
1326,2400000,15,15,128,95,770,840,2,0.8999999999999999,28,93,54,74,12,13,400,10,2,0,0.5,1,0,0.7
1327,2400000,15,15,109,112,850,940,4,0.8999999999999999,14,24,38,46,8,10,460,1,7,0,0.8999999999999999,0,1,1.0
1328,3000000,30,30,80,55,940,600,5,0.6,4,126,62,92,12,11,440,2,8,0,0.5,0,1,0.6
1329,1800000,30,30,30,42,390,970,4,1.0,32,103,40,38,13,12,40,8,7,0,1.0,0,0,1.0
1330,1800000,10,10,51,33,370,800,1,0.5,36,116,110,96,10,17,380,1,5,0,0.6,0,1,0.6
1331,3000000,15,15,26,73,560,560,4,0.7999999999999999,64,42,52,36,13,8,80,1,1,0,0.6,0,0,0.8999999999999999
1332,2400000,10,10,46,99,400,290,5,0.5,50,61,84,112,8,16,340,4,7,1,0.5,1,1,0.7999999999999999
1333,1800000,20,20,73,59,920,600,2,0.7999999999999999,56,54,112,54,12,16,80,10,4,1,0.5,0,0,0.8999999999999999
1334,1800000,15,15,54,88,330,590,1,0.7999999999999999,64,64,66,36,9,12,400,1,1,1,0.7999999999999999,0,0,0.6
1335,1800000,10,10,125,85,950,290,4,0.8999999999999999,30,40,84,84,8,18,100,3,7,0,0.5,0,1,1.0
1336,2400000,10,10,81,88,790,610,2,1.0,46,97,92,64,12,8,240,5,5,1,0.5,1,0,0.6
1337,2400000,20,20,116,64,230,310,1,0.6,64,89,64,48,12,12,420,3,3,0,0.6,1,1,0.8999999999999999
1338,2400000,10,10,46,96,810,990,4,0.5,38,89,42,118,8,9,420,6,3,1,1.0,1,1,1.0
1339,3000000,10,10,110,63,890,760,5,0.7999999999999999,62,112,116,30,9,12,220,6,6,1,0.8999999999999999,0,0,0.8999999999999999
1340,2400000,15,15,99,48,840,910,1,0.6,28,115,122,102,10,14,200,4,5,1,0.7,0,1,0.7999999999999999
1341,2400000,10,10,69,38,260,260,5,0.8999999999999999,32,96,122,42,14,12,460,8,6,1,0.6,0,1,0.6
1342,3000000,15,15,114,89,760,480,5,0.8999999999999999,58,67,30,126,9,9,360,6,2,0,0.7999999999999999,1,0,0.6
1343,1800000,10,10,124,68,430,930,2,0.7999999999999999,20,50,88,26,14,16,240,2,5,0,1.0,1,0,0.5
1344,2400000,20,20,114,45,960,730,4,0.8999999999999999,64,98,24,66,13,10,280,6,4,1,1.0,1,1,0.6
1345,3000000,20,20,62,63,460,190,4,1.0,28,82,92,120,14,15,420,10,6,1,0.7999999999999999,1,0,0.8999999999999999
1346,2400000,15,15,76,46,640,630,3,0.7,24,78,98,68,8,13,80,3,3,1,0.5,1,0,0.5
1347,3000000,20,20,74,107,850,450,1,1.0,8,107,118,104,12,8,140,10,8,1,0.7,0,1,0.8999999999999999
1348,2400000,15,15,62,38,280,310,1,0.5,44,115,110,32,10,14,360,4,2,1,0.6,0,1,0.6
1349,2400000,15,15,65,97,540,650,2,1.0,16,125,76,66,9,14,460,8,3,1,1.0,0,0,0.5
1350,1800000,10,10,67,69,570,510,2,0.7999999999999999,58,58,104,46,14,15,120,1,5,0,0.5,1,0,0.7999999999999999
1351,1800000,15,15,127,53,810,470,5,0.6,22,123,40,60,8,14,240,1,5,0,0.6,1,1,0.5
1352,1800000,30,30,121,42,100,360,5,0.5,56,32,24,38,10,14,320,10,3,0,0.8999999999999999,1,0,0.7999999999999999
1353,1200000,10,10,65,53,100,420,4,1.0,46,102,42,62,13,14,460,7,3,1,0.6,0,1,0.6
1354,1200000,15,15,95,111,660,170,1,0.5,22,58,96,82,11,10,340,8,6,0,1.0,1,1,1.0
1355,1800000,10,10,85,85,350,660,4,1.0,14,43,100,62,10,16,120,7,6,0,1.0,0,0,0.6
1356,2400000,15,15,44,53,120,990,4,1.0,62,88,52,106,14,11,260,9,5,1,0.7999999999999999,0,1,0.7999999999999999
1357,2400000,30,30,28,29,630,370,2,1.0,42,99,106,58,12,17,160,9,4,1,0.7,0,1,0.7999999999999999
1358,1800000,15,15,126,101,600,970,1,0.7999999999999999,64,82,82,72,12,10,500,4,1,0,0.6,1,1,0.5
1359,2400000,30,30,84,27,370,990,5,1.0,52,54,110,122,10,12,220,10,8,1,0.5,0,0,0.8999999999999999
1360,2400000,30,30,85,42,270,750,1,0.7999999999999999,54,47,84,96,14,11,80,9,2,0,0.5,1,1,0.7999999999999999
1361,1200000,30,30,59,128,760,520,2,0.7,18,126,42,124,11,10,160,7,1,0,0.8999999999999999,1,0,0.6
1362,3000000,20,20,92,119,600,550,5,0.7,38,55,106,32,14,17,480,5,4,0,0.5,0,1,0.7
1363,2400000,20,20,80,80,510,700,2,0.7999999999999999,22,97,54,28,11,8,440,9,3,1,0.8999999999999999,1,1,0.5
1364,1200000,10,10,70,122,310,980,5,0.7999999999999999,64,38,86,108,12,17,180,3,1,0,1.0,0,1,0.7999999999999999
1365,2400000,30,30,42,47,190,440,5,1.0,54,115,122,116,10,18,180,9,8,0,0.7999999999999999,1,1,0.7
1366,1800000,20,20,66,107,390,350,5,0.7,58,32,92,74,8,18,240,4,8,0,0.7999999999999999,1,1,0.5
1367,3000000,15,15,86,37,920,330,4,1.0,36,93,76,74,10,15,480,9,8,1,0.7999999999999999,0,0,1.0
1368,3000000,15,15,79,125,680,550,4,0.7999999999999999,40,107,56,38,9,8,440,5,4,0,0.8999999999999999,0,1,0.7
1369,1200000,20,20,103,75,960,980,1,0.7,22,49,38,32,12,16,500,4,3,0,0.5,0,0,0.5
1370,2400000,20,20,73,41,440,820,5,0.7999999999999999,28,77,58,48,9,13,320,9,1,0,1.0,1,0,0.5
1371,2400000,20,20,100,102,310,730,1,0.7,4,117,26,86,9,18,380,5,4,1,0.7,1,0,1.0
1372,3000000,10,10,78,101,120,900,5,0.8999999999999999,44,37,110,38,11,10,100,4,5,1,0.6,1,1,0.7
1373,3000000,20,20,115,122,880,970,2,0.8999999999999999,54,47,72,30,11,12,20,1,7,1,0.5,1,1,0.7999999999999999
1374,3000000,15,15,44,38,600,560,5,0.5,34,99,102,96,12,17,400,4,3,1,0.7999999999999999,0,0,1.0
1375,1800000,10,10,63,32,680,310,3,0.7,54,34,124,102,12,10,280,2,2,0,0.6,0,0,0.8999999999999999
1376,1200000,15,15,126,93,850,850,1,0.7,50,61,110,80,12,12,240,8,3,0,0.7999999999999999,1,1,0.7
1377,1800000,20,20,105,42,750,860,4,0.7,30,87,36,78,14,18,340,7,5,0,1.0,0,1,0.5
1378,1800000,20,20,32,52,840,370,1,0.8999999999999999,40,89,32,82,13,8,180,5,6,1,0.7999999999999999,1,1,0.7
1379,3000000,10,10,27,81,640,260,3,0.5,24,60,58,58,9,13,300,8,7,0,0.5,0,1,0.7
1380,3000000,30,30,80,74,970,500,1,0.7999999999999999,26,50,32,24,8,14,380,9,4,1,0.7999999999999999,0,0,0.7
1381,1200000,20,20,109,79,740,270,3,0.7,28,100,36,24,8,13,100,1,8,1,0.7999999999999999,1,1,1.0
1382,3000000,30,30,108,109,870,700,1,1.0,56,78,102,106,8,13,220,10,6,0,1.0,0,1,0.6
1383,1200000,20,20,56,110,100,490,1,0.7999999999999999,36,119,66,114,11,12,160,3,6,1,0.6,0,0,1.0
1384,2400000,15,15,33,81,650,380,5,0.5,30,69,70,58,14,10,320,1,6,0,0.6,0,0,0.7
1385,1200000,10,10,98,123,240,390,5,0.8999999999999999,52,71,44,122,9,16,360,3,2,1,1.0,0,1,0.5
1386,1800000,30,30,36,70,490,610,3,1.0,20,47,124,24,9,15,60,3,8,1,0.6,1,0,1.0
1387,3000000,30,30,51,24,800,450,5,0.8999999999999999,38,116,76,118,14,16,280,8,7,0,0.5,0,0,0.5
1388,1800000,10,10,107,73,800,820,4,0.5,38,74,104,66,8,9,200,10,1,1,0.5,0,0,0.7999999999999999
1389,2400000,15,15,93,110,230,780,3,0.7,10,47,98,64,8,16,20,9,2,1,0.7,0,0,1.0
1390,1200000,10,10,111,100,820,540,1,0.7999999999999999,40,87,100,102,11,15,100,4,3,1,0.7999999999999999,0,1,0.7
1391,3000000,20,20,41,69,410,880,1,1.0,44,27,38,106,12,15,240,2,3,0,0.7,1,0,0.8999999999999999
1392,2400000,20,20,35,119,860,110,2,0.8999999999999999,46,89,24,94,9,11,180,7,4,1,0.8999999999999999,0,0,0.7
1393,1200000,15,15,81,115,430,690,2,0.6,56,35,92,122,14,15,280,8,4,0,0.5,1,1,0.8999999999999999
1394,2400000,10,10,30,42,580,490,3,0.5,30,24,30,32,12,9,180,3,3,1,0.5,0,1,0.5
1395,2400000,30,30,113,110,850,680,5,0.5,16,92,106,24,8,14,420,4,7,1,0.5,0,0,0.7999999999999999
1396,1800000,10,10,78,76,490,120,1,0.5,10,33,118,86,8,16,400,10,6,0,0.6,0,0,0.7
1397,1200000,30,30,112,43,900,530,5,0.8999999999999999,48,38,114,46,12,18,460,6,6,0,0.8999999999999999,1,0,1.0
1398,3000000,30,30,111,109,580,680,4,0.6,24,121,118,114,9,10,420,6,2,0,0.6,1,0,0.6
1399,3000000,30,30,87,118,200,110,5,0.7,42,128,46,100,13,15,220,4,5,1,1.0,0,0,0.7999999999999999
1400,3000000,30,30,31,55,450,950,3,0.7999999999999999,54,35,92,46,10,18,100,6,8,1,0.5,1,1,0.8999999999999999
1401,3000000,15,15,119,64,110,910,3,0.6,24,45,44,58,12,17,60,9,1,1,0.7999999999999999,0,1,0.6
1402,3000000,30,30,89,64,780,810,2,0.5,40,110,50,56,8,17,300,5,7,1,0.7999999999999999,1,1,0.5
1403,2400000,20,20,117,102,480,900,5,0.7999999999999999,40,28,42,34,11,9,200,1,8,1,1.0,0,1,1.0
1404,2400000,15,15,34,90,850,300,5,0.8999999999999999,6,47,78,92,13,16,180,7,5,0,0.7,0,0,0.7
1405,2400000,20,20,67,27,750,380,1,0.5,30,71,52,126,13,13,480,6,2,1,0.7999999999999999,0,1,1.0
1406,3000000,30,30,58,84,570,180,2,0.7,54,34,74,32,9,10,440,8,5,1,0.7999999999999999,0,1,0.8999999999999999
1407,3000000,20,20,61,96,370,890,1,0.6,40,69,118,40,10,10,240,9,1,1,0.8999999999999999,0,1,0.6
1408,1800000,30,30,72,53,710,400,2,0.7999999999999999,50,47,114,116,10,12,440,5,1,1,0.7999999999999999,0,1,0.8999999999999999
1409,1800000,15,15,104,71,990,250,5,0.5,14,125,74,40,14,16,100,5,8,1,0.7,0,0,0.7999999999999999
1410,1200000,20,20,81,123,110,640,5,0.5,40,52,68,122,8,8,420,3,4,0,0.8999999999999999,1,0,0.6
1411,3000000,20,20,55,63,490,680,1,0.7999999999999999,50,75,44,126,13,8,220,3,1,1,0.6,1,0,0.5
1412,1800000,20,20,87,27,160,540,2,0.5,60,83,44,112,13,9,200,9,1,1,0.7999999999999999,0,0,1.0
1413,2400000,10,10,51,82,600,700,2,0.8999999999999999,10,29,32,24,12,11,180,5,3,1,0.7999999999999999,0,1,0.8999999999999999
1414,1200000,20,20,73,102,780,440,2,0.6,24,89,106,54,8,16,240,9,6,1,1.0,1,0,0.5
1415,1200000,10,10,56,121,300,860,2,0.5,26,128,124,62,13,17,480,8,8,0,0.6,1,1,1.0
1416,2400000,15,15,65,30,650,960,3,0.7999999999999999,14,61,56,88,8,12,240,9,1,1,0.8999999999999999,0,1,0.7
1417,1200000,30,30,73,74,710,740,4,0.7999999999999999,60,45,78,40,10,9,420,5,6,1,0.7,1,1,0.6
1418,3000000,20,20,92,128,760,430,2,1.0,28,44,34,86,10,16,120,9,6,1,0.5,1,1,0.7
1419,1800000,10,10,120,31,920,450,2,0.7999999999999999,50,61,90,68,12,13,220,5,4,0,1.0,1,0,0.7
1420,3000000,20,20,44,50,980,1000,5,0.6,40,83,84,74,9,18,160,5,4,0,0.7999999999999999,1,0,0.7
1421,2400000,10,10,39,71,670,730,1,0.6,52,75,34,88,11,13,20,8,1,0,0.5,0,0,0.8999999999999999
1422,3000000,15,15,57,116,850,430,5,0.5,32,81,28,112,9,12,100,5,6,0,0.6,1,0,0.7999999999999999
1423,1800000,30,30,27,120,380,540,4,0.6,44,111,110,60,12,16,120,2,2,0,1.0,0,1,0.7999999999999999
1424,1200000,20,20,128,107,930,650,3,0.7,56,80,72,78,13,13,60,1,3,1,0.5,1,1,0.7999999999999999
1425,1800000,10,10,68,90,990,680,3,0.7999999999999999,48,92,120,70,11,14,440,5,5,0,0.5,0,1,1.0
1426,2400000,15,15,64,87,710,140,4,0.8999999999999999,56,126,36,58,13,13,60,8,8,1,1.0,1,0,0.6
1427,1200000,10,10,32,123,530,380,2,0.5,14,81,102,62,13,16,40,2,5,0,0.5,1,0,1.0
1428,1200000,10,10,128,64,160,400,4,0.7,40,42,126,64,10,14,40,7,5,1,0.5,1,0,0.5
1429,1800000,30,30,86,71,380,620,4,0.5,32,126,56,64,12,14,220,10,5,1,0.8999999999999999,1,1,0.6
1430,1800000,10,10,106,36,200,450,5,0.6,8,87,62,68,8,18,340,2,7,1,1.0,1,1,0.8999999999999999
1431,2400000,30,30,46,40,880,990,1,0.7,58,84,38,54,8,11,160,8,3,0,0.7,0,0,0.5
1432,2400000,15,15,77,124,300,280,1,0.7,38,85,106,128,11,12,160,6,7,1,1.0,1,0,1.0
1433,1800000,20,20,68,90,590,330,5,0.8999999999999999,16,101,70,38,13,8,200,2,5,0,0.7,1,0,0.7999999999999999
1434,2400000,30,30,55,48,300,620,4,0.7,12,103,104,94,12,15,420,2,6,1,0.7999999999999999,0,0,0.5
1435,3000000,10,10,49,93,450,160,3,0.8999999999999999,62,51,50,126,10,16,160,10,3,1,0.7999999999999999,1,0,1.0
1436,1800000,30,30,82,61,380,460,4,1.0,52,63,104,84,11,17,220,6,7,0,1.0,1,0,0.7999999999999999
1437,1200000,30,30,34,54,760,270,3,0.8999999999999999,56,28,74,78,13,10,180,1,6,1,0.7999999999999999,1,0,1.0
1438,1200000,30,30,70,113,260,480,1,0.5,42,25,42,60,14,11,420,1,8,1,0.8999999999999999,1,1,0.7999999999999999
1439,1200000,10,10,54,117,540,390,1,0.7,6,90,102,68,13,14,100,9,4,0,0.7,0,1,0.6
