,cpufreq,uncore_min,uncore_max,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
507,1200000,10,10,24,65,420,870,4,0.5,36,88,28,42,8,9,380,4,4,0,0.8999999999999999,1,0,0.7
508,1200000,30,30,80,31,760,960,2,0.7999999999999999,62,107,66,94,14,16,80,3,4,0,0.6,1,0,0.8999999999999999
509,1200000,10,10,85,34,870,860,2,1.0,34,52,34,96,13,8,100,9,1,1,0.8999999999999999,1,0,1.0
510,1800000,10,10,104,44,180,170,2,0.7,46,80,118,104,14,18,440,3,3,0,0.6,1,0,0.7999999999999999
511,1800000,15,15,48,114,580,930,3,1.0,8,104,104,106,14,14,400,7,6,1,0.6,1,0,0.7
512,1800000,15,15,123,28,520,570,1,1.0,18,67,84,72,11,18,340,5,1,1,0.5,0,1,0.6
513,1200000,30,30,36,78,630,930,2,0.6,26,59,64,58,11,16,300,10,6,0,0.7,1,1,0.8999999999999999
514,2400000,15,15,29,97,780,260,4,0.7999999999999999,30,42,72,62,8,13,380,8,1,0,0.7,0,1,1.0
515,3000000,20,20,37,107,290,150,2,0.6,56,109,88,72,8,15,20,5,8,1,0.6,0,1,0.5
516,1200000,20,20,44,41,410,590,1,0.8999999999999999,34,118,84,96,11,10,140,5,3,1,0.8999999999999999,1,0,0.7
517,3000000,15,15,124,40,560,570,4,0.8999999999999999,12,54,30,54,12,17,260,5,8,1,0.6,1,0,1.0
518,2400000,20,20,119,55,170,280,1,1.0,32,82,86,60,13,18,320,5,2,1,1.0,0,0,0.6
519,2400000,20,20,51,87,420,960,2,0.6,50,113,64,56,13,13,180,2,8,0,0.7999999999999999,1,0,0.5
520,1200000,10,10,118,80,780,840,1,0.6,14,52,86,104,13,14,380,10,8,1,1.0,0,0,0.7
521,3000000,30,30,64,76,820,480,5,0.7999999999999999,56,80,72,52,13,13,120,1,7,0,0.7999999999999999,1,0,0.6
522,2400000,20,20,114,24,880,700,4,1.0,50,24,24,24,14,12,380,5,3,0,1.0,0,0,0.7999999999999999
523,2400000,15,15,44,85,450,820,3,0.7,24,123,50,124,10,9,200,5,7,1,0.5,0,1,0.8999999999999999
524,1800000,30,30,101,48,150,220,4,1.0,40,65,120,104,9,15,340,7,8,1,0.7,0,1,0.6
525,1200000,20,20,62,108,580,310,2,0.7999999999999999,44,123,110,110,14,15,260,9,2,1,0.8999999999999999,0,0,0.7999999999999999
526,1800000,15,15,124,27,110,500,1,0.6,8,98,98,70,12,15,80,7,5,0,0.8999999999999999,1,1,0.5
527,1200000,10,10,70,96,740,110,2,0.5,18,38,56,100,12,13,160,10,2,1,0.8999999999999999,1,0,0.7999999999999999
528,2400000,10,10,90,58,850,930,2,0.7,44,121,54,76,12,18,80,6,2,1,0.5,1,0,0.8999999999999999
529,3000000,10,10,53,115,270,310,5,0.6,46,51,30,92,11,8,200,9,3,1,0.8999999999999999,0,0,0.8999999999999999
530,2400000,20,20,38,115,980,610,2,0.5,12,126,116,48,12,17,140,1,3,0,0.8999999999999999,1,1,0.5
531,1200000,15,15,58,38,780,500,2,0.7,60,70,92,44,14,9,500,2,8,0,0.8999999999999999,0,1,0.5
532,1800000,20,20,46,78,500,620,3,0.7,16,24,64,28,11,10,340,7,6,0,0.6,1,0,0.7999999999999999
533,2400000,15,15,105,128,930,150,1,0.7999999999999999,54,91,118,62,12,9,60,6,2,0,0.6,1,0,0.7
534,1200000,20,20,73,48,360,760,5,0.7,54,110,116,42,13,10,500,8,2,1,0.7999999999999999,1,1,0.6
535,1200000,10,10,117,41,700,820,5,0.7999999999999999,60,80,124,62,10,8,300,4,5,1,0.7999999999999999,0,0,0.5
536,1800000,10,10,49,118,590,720,4,0.5,20,41,64,46,13,15,280,8,4,1,0.7,1,0,0.7999999999999999
537,2400000,15,15,71,56,830,160,3,0.8999999999999999,8,104,58,56,13,8,360,1,1,1,0.5,0,0,0.5
538,1200000,30,30,116,34,170,260,1,0.7,24,62,70,34,11,13,340,4,8,0,0.7,1,1,1.0
539,2400000,15,15,76,97,550,270,4,0.7,50,52,84,106,9,14,380,10,7,1,0.7999999999999999,0,1,0.7999999999999999
540,1200000,15,15,113,109,840,130,5,0.5,12,56,76,90,10,17,360,9,8,1,0.7999999999999999,1,1,0.7999999999999999
541,2400000,15,15,38,72,390,620,1,1.0,64,128,116,102,9,10,100,9,1,1,0.6,1,0,0.8999999999999999
542,1200000,15,15,51,49,710,290,5,1.0,6,118,40,114,8,10,40,2,6,1,1.0,0,1,0.6
543,1200000,15,15,68,85,230,650,1,1.0,6,119,92,38,10,15,420,6,4,1,0.6,0,1,1.0
544,1200000,15,15,69,82,340,350,5,0.6,18,109,50,76,11,17,60,9,8,1,0.7,0,1,0.6
545,2400000,20,20,58,71,440,560,2,1.0,8,49,102,122,9,18,180,1,6,1,0.5,0,0,1.0
546,1800000,10,10,82,115,930,950,4,0.7,32,70,90,58,10,14,500,10,2,1,0.8999999999999999,1,1,0.8999999999999999
547,3000000,15,15,59,41,850,300,1,0.7,54,62,102,56,14,12,260,4,3,1,0.8999999999999999,0,0,1.0
548,1800000,10,10,110,48,460,340,3,0.8999999999999999,56,123,74,80,9,13,160,2,6,1,0.6,1,1,0.7
549,3000000,15,15,121,77,600,560,4,0.8999999999999999,48,69,88,112,8,10,200,5,4,0,0.5,0,0,0.7
550,3000000,15,15,123,99,820,490,2,0.7,40,28,122,40,8,15,460,1,8,1,0.7999999999999999,1,0,0.8999999999999999
551,3000000,30,30,34,53,380,400,1,0.5,30,63,90,58,14,13,20,1,2,1,1.0,1,1,0.8999999999999999
552,1200000,10,10,89,68,320,470,3,1.0,12,41,68,32,11,17,60,4,1,1,1.0,1,0,0.7
553,1800000,10,10,89,48,460,280,4,0.5,26,52,86,84,13,8,420,5,6,0,0.7,0,1,0.8999999999999999
554,1800000,15,15,89,43,870,260,2,0.7999999999999999,36,97,48,106,14,14,300,5,5,1,0.7999999999999999,0,0,0.7999999999999999
555,3000000,20,20,61,59,800,480,1,1.0,40,112,70,32,9,12,420,1,3,1,0.7,1,0,0.6
556,1200000,30,30,44,77,310,160,5,0.8999999999999999,12,30,98,88,13,12,40,7,2,1,0.6,0,1,0.5
557,3000000,10,10,37,89,920,770,4,0.8999999999999999,56,76,108,124,10,10,80,6,4,1,0.8999999999999999,1,1,0.6
558,1200000,15,15,43,102,430,520,3,0.7999999999999999,18,91,128,84,14,10,100,10,5,1,0.8999999999999999,0,1,0.6
559,3000000,20,20,84,94,620,920,3,0.8999999999999999,12,35,94,60,12,9,180,7,5,0,1.0,0,0,0.7999999999999999
560,1800000,30,30,122,31,310,860,4,0.6,28,68,86,90,12,10,280,8,4,0,0.6,0,1,0.7999999999999999
561,3000000,20,20,32,115,1000,670,4,1.0,4,39,50,64,12,18,100,7,2,1,0.7,1,0,0.6
562,3000000,10,10,26,93,610,440,3,0.5,10,36,110,52,9,13,380,6,7,0,0.8999999999999999,0,0,0.7999999999999999
563,1800000,30,30,75,117,190,160,3,0.7,58,29,32,34,13,18,340,3,2,0,0.6,0,1,0.5
564,1200000,30,30,103,105,250,860,3,1.0,50,126,64,116,14,18,320,6,3,1,0.7999999999999999,0,0,1.0
565,1200000,10,10,127,100,720,250,2,0.6,22,103,36,88,14,11,100,8,7,1,0.6,1,1,0.5
566,3000000,30,30,124,47,990,460,5,0.5,38,55,42,86,10,11,260,10,5,0,0.5,0,0,0.7999999999999999
567,2400000,30,30,25,98,940,240,1,1.0,6,63,120,118,11,15,360,4,6,1,0.7999999999999999,0,1,0.7999999999999999
568,1800000,30,30,80,117,710,880,5,0.5,12,109,112,126,13,13,100,7,1,0,0.5,0,0,0.5
569,1800000,15,15,70,79,170,690,5,0.8999999999999999,20,115,112,34,9,17,240,2,5,0,1.0,0,1,0.7999999999999999
570,1200000,20,20,31,59,680,360,1,0.7999999999999999,32,86,100,56,12,10,360,5,1,0,0.6,1,1,0.7
571,2400000,20,20,46,109,980,980,1,0.5,46,42,122,50,8,13,180,2,4,1,0.5,1,1,0.7
572,1800000,30,30,95,105,890,280,1,0.5,46,36,112,114,12,9,180,7,4,0,0.8999999999999999,0,0,0.8999999999999999
573,1800000,30,30,119,106,590,320,3,0.8999999999999999,16,60,66,98,14,13,340,4,8,1,1.0,1,0,0.7999999999999999
574,1800000,30,30,96,58,710,440,3,0.6,48,46,80,74,12,16,80,6,7,0,0.6,1,0,0.8999999999999999
575,1200000,10,10,122,63,290,230,5,0.8999999999999999,28,89,52,124,13,16,380,9,3,1,0.8999999999999999,1,1,1.0
576,1800000,15,15,71,120,420,590,2,0.5,46,51,110,32,9,11,340,8,4,1,0.6,0,0,1.0
577,1800000,15,15,68,68,930,260,4,0.7999999999999999,50,24,116,110,13,9,260,10,1,0,0.6,0,0,0.7
578,2400000,30,30,59,115,110,310,3,0.5,14,96,28,86,12,15,340,8,7,1,1.0,0,1,0.8999999999999999
579,1800000,20,20,34,125,570,960,3,0.6,16,84,54,94,11,12,480,2,5,1,0.8999999999999999,1,1,0.6
580,3000000,15,15,97,28,450,380,3,0.7999999999999999,16,104,70,28,13,18,460,7,5,1,0.6,0,1,0.6
581,2400000,10,10,37,75,680,760,1,0.5,54,74,88,98,10,14,120,2,7,0,0.7,1,1,1.0
582,1800000,10,10,42,53,930,900,3,0.6,48,108,102,120,10,10,380,4,7,1,0.8999999999999999,1,1,0.6
583,1800000,30,30,97,39,790,680,1,0.5,16,125,56,28,14,9,320,5,2,0,0.7999999999999999,0,0,0.6
584,2400000,10,10,49,107,930,770,2,0.5,18,109,120,120,9,18,280,7,5,1,1.0,1,0,0.7999999999999999
585,1200000,10,10,95,113,190,220,5,0.7,56,78,28,122,11,15,200,3,8,1,0.6,0,1,0.6
586,2400000,10,10,98,116,180,510,1,0.7999999999999999,6,109,110,26,13,13,280,3,3,1,1.0,0,0,0.7
587,1200000,15,15,89,64,580,440,3,0.8999999999999999,10,89,42,82,13,17,420,7,1,1,0.7,1,0,0.7999999999999999
588,1200000,10,10,52,93,300,830,3,0.7999999999999999,22,127,76,48,13,14,100,10,5,1,1.0,0,0,0.5
589,2400000,30,30,97,124,860,500,4,0.7999999999999999,14,66,114,66,12,14,320,2,4,0,0.6,0,0,0.7999999999999999
590,3000000,20,20,76,29,940,460,3,0.6,8,61,90,76,10,17,420,1,1,1,0.5,1,0,0.6
591,2400000,20,20,122,36,530,120,1,0.5,50,121,120,70,14,12,440,3,5,0,0.7999999999999999,1,0,0.6
592,1200000,10,10,105,109,630,470,3,0.5,50,102,50,84,9,8,160,8,7,1,0.6,1,0,0.5
593,1200000,30,30,39,82,1000,700,1,1.0,10,87,96,26,8,16,120,10,2,1,0.8999999999999999,1,1,1.0
594,1800000,10,10,31,51,520,680,5,0.8999999999999999,32,38,118,60,8,14,400,10,1,0,0.7999999999999999,1,0,1.0
595,2400000,10,10,62,93,140,600,1,0.5,14,46,38,126,13,14,220,10,3,1,0.7,1,1,0.7999999999999999
596,2400000,15,15,80,127,520,730,3,0.6,24,101,46,78,8,17,100,5,6,1,1.0,1,1,0.7
597,1800000,30,30,122,51,680,860,2,0.8999999999999999,16,68,80,112,9,17,460,5,2,1,0.7,1,1,0.8999999999999999
598,1200000,20,20,61,54,470,520,1,0.7,18,83,60,100,12,13,180,3,2,1,0.7999999999999999,1,0,1.0
599,1800000,10,10,64,104,340,140,2,1.0,14,41,24,38,11,11,420,10,5,0,0.7999999999999999,0,0,0.5
600,3000000,30,30,102,106,660,460,3,0.6,38,37,42,114,13,9,360,7,4,0,0.6,0,0,0.7
601,2400000,20,20,58,127,920,730,1,0.7999999999999999,52,35,118,50,8,13,420,10,2,1,1.0,0,0,1.0
602,1800000,20,20,84,122,240,840,2,1.0,28,55,38,52,10,16,340,6,6,1,0.6,0,1,0.5
603,1200000,15,15,82,93,1000,440,1,0.7999999999999999,20,124,70,106,10,18,420,8,3,1,0.8999999999999999,0,0,0.8999999999999999
604,1800000,10,10,105,51,980,280,4,0.5,36,45,128,70,12,12,380,3,8,0,0.5,0,1,0.6
605,2400000,30,30,122,100,590,260,5,0.6,22,83,76,120,10,11,400,1,7,0,0.5,1,1,0.5
606,3000000,20,20,88,106,240,420,5,0.5,24,84,94,128,14,10,480,6,5,1,1.0,1,1,0.6
607,2400000,30,30,80,126,970,820,3,1.0,28,84,124,78,11,18,100,3,5,1,0.6,0,0,0.8999999999999999
608,1800000,10,10,119,68,320,100,3,1.0,30,89,94,102,11,16,260,6,6,0,0.8999999999999999,1,0,0.6
609,1800000,15,15,96,101,350,950,2,0.8999999999999999,52,100,54,42,14,18,200,6,5,0,0.7,1,0,0.8999999999999999
610,1200000,10,10,50,99,900,290,3,0.6,44,113,104,76,12,9,20,8,1,1,0.6,0,0,0.7999999999999999
611,1200000,15,15,57,62,800,160,1,0.8999999999999999,20,61,56,54,13,15,140,2,5,0,0.5,1,1,0.5
612,1800000,30,30,81,53,170,390,3,0.8999999999999999,34,62,72,78,12,17,200,8,4,0,0.7,1,0,1.0
613,2400000,15,15,52,112,170,650,1,0.6,54,25,36,116,8,8,160,3,2,1,0.7999999999999999,1,1,0.5
614,1800000,10,10,122,109,640,440,2,0.8999999999999999,10,96,94,80,12,12,320,6,6,0,0.8999999999999999,0,0,0.7999999999999999
615,1200000,30,30,101,29,860,900,2,0.7,60,42,84,62,12,15,80,6,5,1,0.8999999999999999,0,1,0.7999999999999999
616,3000000,15,15,96,58,620,610,1,0.5,60,75,48,120,10,11,160,6,6,1,0.7999999999999999,0,1,0.5
617,1200000,30,30,65,75,530,330,5,0.5,52,89,40,124,13,10,380,10,1,1,0.5,0,0,0.7
618,1800000,10,10,59,60,530,710,3,0.6,64,24,46,52,12,18,500,4,2,1,1.0,0,1,0.7999999999999999
619,2400000,30,30,97,119,240,120,4,0.7999999999999999,30,29,46,62,10,14,160,8,6,0,0.7999999999999999,0,0,0.7
620,3000000,10,10,80,94,530,860,5,0.8999999999999999,40,105,100,40,13,11,140,9,3,0,0.7,1,1,0.6
621,3000000,30,30,64,122,920,320,5,1.0,58,58,106,52,13,10,60,10,3,0,0.7999999999999999,0,0,0.6
622,3000000,15,15,29,30,540,650,5,0.5,44,76,116,122,13,11,60,2,5,1,0.6,1,1,0.8999999999999999
623,1200000,20,20,103,76,190,100,3,0.7999999999999999,26,73,66,100,10,8,440,4,4,0,0.5,0,0,0.5
624,3000000,15,15,28,48,890,870,5,1.0,12,85,58,76,11,15,260,10,8,1,0.6,0,0,1.0
625,3000000,15,15,53,63,100,670,1,0.6,8,63,30,116,8,12,360,2,3,1,0.5,0,0,0.7999999999999999
626,2400000,15,15,36,59,400,890,5,1.0,18,64,112,72,9,12,340,8,3,1,0.6,0,1,0.6
627,3000000,20,20,76,116,480,840,3,0.7,64,69,78,126,14,15,300,4,3,0,0.7,0,1,0.6
628,2400000,15,15,48,95,260,920,2,1.0,8,99,70,78,10,17,500,10,1,0,0.8999999999999999,0,1,0.7999999999999999
629,1200000,20,20,58,127,100,610,3,0.7999999999999999,50,116,106,82,11,16,60,1,4,1,0.7,0,0,0.7999999999999999
630,1200000,30,30,58,82,800,100,3,0.8999999999999999,28,32,36,50,13,13,400,4,5,1,0.8999999999999999,0,0,0.5
631,1200000,15,15,33,67,530,320,1,0.5,4,61,124,102,11,15,460,7,4,0,0.8999999999999999,0,1,0.5
632,3000000,15,15,67,101,160,130,4,0.7,24,128,62,106,9,9,60,7,6,1,0.7999999999999999,0,1,0.8999999999999999
633,1200000,30,30,93,83,560,400,4,0.7,34,93,120,86,8,15,480,9,7,0,0.8999999999999999,1,0,1.0
634,1800000,20,20,57,100,700,180,1,0.6,40,69,74,72,8,8,60,1,8,0,1.0,1,1,0.6
635,3000000,30,30,68,48,480,110,5,0.6,62,74,54,98,12,9,80,1,7,1,0.8999999999999999,1,1,1.0
636,2400000,10,10,102,102,460,780,2,0.5,38,85,36,84,14,14,180,9,2,0,0.5,1,0,0.6
637,1200000,30,30,99,75,390,950,2,0.7,28,44,94,100,8,8,380,3,2,0,0.7999999999999999,1,0,0.7999999999999999
638,1200000,15,15,101,123,280,850,5,0.6,46,99,56,104,8,17,320,4,4,0,1.0,0,1,0.5
639,3000000,15,15,124,29,770,200,1,0.6,38,122,60,76,13,15,20,10,6,0,0.5,1,1,0.8999999999999999
640,3000000,15,15,83,89,990,820,4,0.8999999999999999,30,52,24,100,10,10,160,10,3,1,0.8999999999999999,0,1,1.0
641,2400000,15,15,84,89,120,380,1,0.8999999999999999,40,68,42,76,12,8,380,6,6,0,0.7,0,0,0.5
642,1200000,15,15,127,101,620,950,5,1.0,16,46,74,78,11,8,20,7,8,0,0.6,1,1,0.7999999999999999
643,1200000,15,15,75,68,470,520,1,0.8999999999999999,48,28,66,84,13,16,100,4,2,0,0.5,1,0,0.6
644,1800000,20,20,103,52,740,450,5,0.7,40,79,86,28,9,16,300,1,4,1,1.0,0,1,1.0
645,1200000,10,10,34,87,730,940,1,0.8999999999999999,60,121,126,80,9,16,180,5,8,0,1.0,0,0,1.0
646,1800000,30,30,53,64,850,520,1,0.6,44,62,70,66,13,8,320,9,5,1,0.7,0,0,1.0
647,3000000,15,15,58,44,700,250,4,0.7,6,64,36,94,8,12,140,3,8,0,0.5,1,1,0.6
648,2400000,30,30,61,127,530,140,4,0.7999999999999999,12,82,42,60,10,14,340,1,6,1,0.7,1,0,0.7999999999999999
649,2400000,30,30,110,101,850,590,1,0.6,22,93,124,46,10,17,340,6,4,1,1.0,1,1,0.6
650,1200000,10,10,68,108,670,660,4,0.8999999999999999,44,119,124,90,13,11,280,10,4,0,1.0,1,0,0.5
651,2400000,15,15,96,128,400,140,4,0.8999999999999999,52,81,86,90,13,13,120,5,3,0,1.0,0,1,0.7
652,2400000,20,20,28,31,560,570,1,0.6,56,35,38,122,14,10,400,9,6,1,0.6,0,0,0.6
653,1800000,10,10,28,126,800,500,1,0.8999999999999999,28,55,28,40,14,11,460,8,8,1,0.6,0,1,0.5
654,2400000,20,20,122,60,460,680,4,0.7999999999999999,50,59,98,82,8,16,100,2,2,1,0.7,0,0,0.5
655,1200000,20,20,47,101,100,630,5,0.7999999999999999,36,110,104,28,12,16,320,6,1,0,1.0,0,0,1.0
656,1200000,15,15,52,77,470,230,5,0.5,6,128,76,60,11,17,440,4,5,1,0.8999999999999999,0,1,0.7999999999999999
657,1800000,30,30,111,101,120,710,2,0.7999999999999999,36,53,98,122,11,15,240,7,3,0,0.6,1,0,0.7999999999999999
658,1800000,10,10,70,36,760,160,3,0.6,32,27,50,108,12,14,420,10,8,0,1.0,0,0,1.0
659,2400000,30,30,81,71,880,540,2,0.5,32,24,88,92,14,10,320,5,2,1,0.6,0,0,0.6
660,3000000,30,30,95,101,930,570,1,1.0,48,48,46,56,14,18,20,2,7,1,0.7,1,0,0.7
661,2400000,10,10,71,91,270,450,3,0.7999999999999999,34,28,40,60,9,18,160,9,6,0,1.0,0,0,0.6
662,3000000,15,15,79,63,510,320,5,0.7999999999999999,16,61,50,80,10,15,160,5,8,1,0.6,0,0,0.7
663,1800000,20,20,73,94,850,720,4,1.0,40,76,104,32,12,11,20,3,8,1,0.8999999999999999,1,1,0.7999999999999999
664,1200000,20,20,82,125,340,440,5,0.7999999999999999,14,114,88,50,10,10,60,8,6,1,0.7,1,1,0.7999999999999999
665,1800000,15,15,69,66,340,570,5,0.6,22,28,84,76,14,17,100,2,4,0,0.8999999999999999,1,1,0.7999999999999999
666,1800000,20,20,38,121,970,930,3,0.7999999999999999,54,94,82,32,12,9,460,4,2,0,0.8999999999999999,1,0,0.6
667,1200000,15,15,50,102,620,100,3,0.7,8,83,28,102,13,18,460,2,4,0,0.5,0,0,1.0
668,1200000,20,20,105,42,910,880,1,0.5,58,90,96,62,12,13,260,3,5,1,0.6,1,1,0.8999999999999999
669,3000000,20,20,114,54,770,470,1,0.7999999999999999,22,94,34,118,8,14,440,5,6,0,0.7999999999999999,1,1,0.7999999999999999
670,1800000,20,20,111,87,540,930,4,0.7999999999999999,58,54,88,44,10,13,480,3,8,1,0.6,0,1,1.0
671,1800000,15,15,65,94,540,660,3,0.6,18,97,56,82,11,14,240,3,3,1,0.8999999999999999,1,0,0.8999999999999999
672,1800000,20,20,95,46,710,180,2,0.5,4,27,124,62,14,18,20,7,6,0,0.7,0,0,0.7
673,1200000,20,20,58,29,970,440,2,0.7999999999999999,46,51,104,88,11,17,160,8,6,0,1.0,1,1,0.5
674,3000000,30,30,49,47,780,100,4,0.8999999999999999,34,95,32,98,10,12,280,3,7,0,1.0,0,1,0.7999999999999999
675,2400000,20,20,108,30,400,630,4,0.5,44,39,38,34,9,9,80,10,7,1,1.0,1,1,0.8999999999999999
676,3000000,20,20,115,53,290,950,4,0.7,32,66,110,118,13,13,360,3,4,0,1.0,0,0,0.7999999999999999
677,2400000,15,15,128,102,320,130,5,0.7,38,104,102,32,9,8,240,8,8,1,0.6,1,0,0.6
678,1800000,10,10,93,96,660,480,3,0.8999999999999999,56,127,118,26,11,12,60,8,8,1,0.5,1,1,0.6
679,1200000,20,20,127,102,140,790,1,1.0,48,118,116,116,11,18,420,8,8,1,0.5,1,0,1.0
680,1800000,20,20,67,60,660,720,3,0.8999999999999999,46,84,72,82,11,12,100,3,2,0,0.8999999999999999,1,1,0.5
681,2400000,30,30,109,51,580,900,5,0.6,40,85,124,38,8,9,460,2,4,0,0.7,1,0,0.5
682,3000000,15,15,85,55,660,160,5,0.5,48,123,88,48,9,16,140,6,1,1,0.6,1,0,0.5
683,3000000,30,30,36,95,140,160,5,0.6,54,81,100,100,9,12,60,2,5,0,0.6,0,1,0.7
684,1800000,10,10,63,63,610,640,5,1.0,20,50,62,34,13,14,360,4,6,0,0.7,0,1,0.7
685,1200000,10,10,56,122,830,600,4,0.8999999999999999,48,77,60,58,10,9,280,2,2,0,1.0,1,0,0.7
686,2400000,10,10,26,85,170,100,5,1.0,62,93,70,28,11,12,40,4,6,0,0.6,1,1,0.6
687,1800000,20,20,80,102,730,960,1,0.8999999999999999,10,96,26,114,12,12,220,1,1,0,0.7999999999999999,0,0,0.7
688,3000000,30,30,70,108,280,340,2,1.0,52,54,36,110,8,10,460,1,3,1,1.0,1,0,0.7999999999999999
689,1200000,15,15,56,118,840,440,1,0.5,18,91,68,70,14,8,20,1,6,0,0.5,1,1,1.0
690,1200000,10,10,108,119,430,690,5,1.0,62,105,44,106,14,18,260,2,5,1,0.6,1,1,0.7999999999999999
691,2400000,20,20,109,92,880,710,2,0.7,20,70,72,92,14,12,200,6,5,1,0.7,1,0,0.7
692,3000000,30,30,76,62,900,470,2,0.6,22,68,96,66,10,8,220,7,5,0,0.7,0,0,0.6
693,3000000,15,15,41,94,420,390,4,1.0,22,55,118,56,9,18,200,8,5,0,0.8999999999999999,0,1,0.7999999999999999
694,3000000,30,30,95,91,440,150,1,1.0,6,80,42,58,10,15,220,10,1,1,0.5,1,0,0.6
695,3000000,20,20,68,127,560,750,2,0.7,12,117,74,56,10,11,100,6,3,1,0.8999999999999999,1,1,0.6
696,1200000,15,15,60,39,100,950,2,0.7,50,90,44,36,13,17,140,8,4,1,0.7,1,1,0.6
697,2400000,10,10,93,41,210,490,5,0.7,52,26,60,76,9,17,20,1,2,1,1.0,0,1,1.0
698,1200000,15,15,103,93,920,510,4,0.7999999999999999,56,79,100,94,14,16,240,2,3,1,0.7,1,1,0.7
699,3000000,10,10,119,124,1000,900,3,1.0,6,55,28,80,8,11,360,9,5,0,0.5,0,1,1.0
700,1800000,20,20,99,113,380,650,5,0.6,58,42,110,56,9,13,80,2,8,1,0.5,1,1,0.7
701,1200000,30,30,34,34,830,440,4,0.6,4,24,108,106,12,8,20,9,1,1,0.8999999999999999,0,0,0.5
702,1200000,30,30,121,97,560,680,2,0.5,12,68,58,42,11,13,380,1,3,1,0.6,1,1,1.0
703,2400000,20,20,66,34,310,740,1,0.7,36,92,122,86,13,15,360,6,6,1,0.7,0,1,1.0
704,3000000,10,10,66,51,440,870,2,0.8999999999999999,50,35,96,82,11,8,40,3,7,0,0.8999999999999999,0,1,0.7
705,2400000,30,30,90,42,600,830,3,0.7,26,34,44,50,8,18,380,5,4,1,0.6,1,0,0.8999999999999999
706,1200000,30,30,80,83,580,220,2,0.5,54,112,38,62,14,10,160,2,5,0,0.7999999999999999,0,1,0.5
707,1200000,10,10,24,96,640,620,5,0.7,56,114,70,56,14,11,160,9,1,1,0.8999999999999999,0,0,0.6
708,3000000,20,20,41,91,270,690,4,0.7,36,69,126,86,13,12,160,10,2,0,0.7,0,1,0.7
709,1200000,15,15,110,93,370,570,5,1.0,42,117,40,36,12,17,260,7,1,1,0.8999999999999999,1,1,0.7
710,1800000,30,30,100,76,590,760,5,0.6,38,100,96,40,14,17,60,4,6,0,0.7,1,1,0.8999999999999999
711,1800000,15,15,113,62,720,210,2,0.7,42,95,46,40,11,9,240,8,5,0,1.0,1,1,0.6
712,3000000,15,15,60,42,860,860,1,0.7999999999999999,22,44,118,80,13,8,360,6,5,1,0.6,1,1,0.8999999999999999
713,1200000,20,20,88,55,710,900,2,1.0,14,37,52,88,12,9,20,10,4,1,0.5,1,0,1.0
714,3000000,10,10,127,48,620,250,4,0.7999999999999999,4,115,24,102,14,12,480,10,4,0,0.7999999999999999,0,1,0.6
715,1200000,15,15,42,62,310,110,1,0.7999999999999999,44,62,76,62,14,13,220,7,2,0,0.6,1,0,0.7999999999999999
716,1200000,15,15,43,47,280,920,2,0.7999999999999999,6,75,108,44,10,10,220,1,3,1,0.7,1,0,1.0
717,3000000,15,15,32,109,350,640,3,0.8999999999999999,50,112,46,114,11,16,80,8,8,0,0.6,0,1,0.5
718,1800000,20,20,127,83,320,230,1,0.7,12,100,60,128,10,11,400,5,6,1,0.8999999999999999,1,0,0.6
719,1200000,20,20,37,40,370,730,3,1.0,28,76,116,116,13,10,320,1,2,0,0.7999999999999999,0,0,0.7999999999999999
720,1800000,30,30,94,87,630,170,4,0.6,64,109,70,108,13,8,440,3,2,1,0.6,0,0,0.6
721,3000000,15,15,50,101,370,610,3,0.7999999999999999,22,95,66,116,13,10,160,5,7,0,0.7,1,0,0.8999999999999999
722,1800000,10,10,63,37,800,720,1,0.7,48,128,110,42,14,17,200,4,3,0,1.0,0,0,0.8999999999999999
723,3000000,10,10,56,66,650,980,5,1.0,56,38,90,32,13,12,140,2,3,1,0.7,0,0,0.8999999999999999
724,1800000,10,10,71,117,620,770,3,1.0,12,45,100,98,10,16,120,6,4,1,0.8999999999999999,1,1,0.8999999999999999
725,1800000,10,10,80,71,730,840,1,0.7,46,56,76,106,13,9,240,3,3,0,0.8999999999999999,1,0,1.0
726,1800000,15,15,80,62,630,900,1,0.8999999999999999,10,77,112,124,10,10,300,1,2,0,0.7999999999999999,1,0,0.8999999999999999
727,3000000,20,20,85,46,660,540,4,0.7,8,52,100,86,9,9,100,6,4,1,1.0,1,0,0.8999999999999999
728,2400000,10,10,43,59,570,100,4,0.7999999999999999,46,40,94,116,8,16,460,8,8,0,0.8999999999999999,1,0,0.6
729,2400000,30,30,77,33,1000,680,4,0.7999999999999999,4,70,94,48,9,16,340,9,8,0,0.5,1,0,0.7
730,2400000,15,15,60,37,750,320,5,0.8999999999999999,18,77,38,122,14,18,500,4,2,0,0.7999999999999999,1,0,0.8999999999999999
731,3000000,15,15,72,57,700,510,3,1.0,14,75,100,28,9,11,180,10,7,0,1.0,0,0,1.0
732,1800000,20,20,80,67,820,130,3,0.5,26,96,112,70,9,18,460,1,8,1,1.0,0,0,0.8999999999999999
